Fact,2007-12-29,2008-12-27,2009-06-27,2009-09-26,2009-12-26,2010-03-27,2010-05-12,2010-06-26,2010-09-25,2010-12-25,2011-03-26,2011-06-25,2011-06-26,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-02-28,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-05-13,2014-05-31,2014-06-28,2014-09-22,2014-09-27,2014-12-27,2015-02-24,2015-02-28,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-05-31,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2017-12-31,2018-03-31,2018-06-08,2018-06-30,2018-09-29,2018-10-31,2018-12-29,2019-01-01,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-24,2022-12-31,2023-02-28,2023-04-01,2023-07-01,2023-09-30,2023-12-30,2024-03-30,2024-06-29,2024-09-28,2024-12-28
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,4694000,,,,4845000,6926000,9076000,9870000,,-7539000,-3707000,8853000,958000,8170000,7185000,,-5872000,-20154000,-20207000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27682000,,,,,-15095000,,-15048000,,1568000,1567000,-3385000,-182000,-9104000,-5951000,-2164000,8675000,-2463000,-288000,-4313000,-5624000,2386000,-3431000,-9148000,,-4106000,,1141000,155000,-2951000,2546000,-3705000,-6663000,-852000,-9966000
EffectOfFourthQuarterEventsAmount,,,,,,,,,,,,,,,66026000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EffectOfLIFOInventoryLiquidationOnIncome,,,,,5503000,,,,,1509000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,66611000,,,49254000,78088000,75981000,56172000,65841000,,75392000,83613000,68907000,78796000,87978000,101905000,,78112000,100536000,108774000,122967000,86327000,,,95365000,,94459000,87950000,,,71188000,75155000,70249000,70354000,58002000,,66626000,69549000,72404000,65663000,68944000,81494000,84426000,,67928000,,71813000,80843000,,79291000,,63425000,65723000,78540000,83528000,70731000,91857000,114310000,137939000,85932000,103694000,124212000,144559000,96547000,107108000,125565000,,124355000,,80362000,109155000,115201000,130861000,89100000,108009000,119073000,143028000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,467000,469000,,,468000,,487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10463000,,2172000,2792000,2239000,7092000,1796000,1731000,1889000,3412000
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue,,,,,,,,,,42500000,,54400000,,50775000,49536000,52062000,48562000,47406000,45822000,,44517000,42468000,43242000,45204000,45601000,,,47141000,,47380000,47178000,,,43908000,39093000,37068000,35075000,33048000,,36201000,38267000,38047000,38826000,39260000,40886000,43727000,,44808000,,46459000,49239000,,53619000,,53118000,50880000,48080000,43805000,,,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,7385000,1446000,1954000,2665000,1010000,,1216000,1479000,2021000,2659000,2533000,,2799000,3033000,2134000,3211000,4212000,5494000,,226000,305000,4630000,5306000,2296000,,,3576000,,3916000,4264000,,,345000,1394000,1458000,1699000,-66000,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExtendedProductWarrantyAccrualWarrantiesIssued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,43890000,,51408000,,54414000,57988000,62107000,65141000,69362000,72811000,,75782000,79122000,84254000,87597000,91811000,,,97320000,,100000000,103050000,,,105428000,111939000,114427000,111672000,114689000,,117867000,120311000,121486000,126160000,132097000,137847000,142289000,,137646000,,138006000,141390000,,143908000,,149080000,152965000,156137000,163113000,151204000,156219000,162450000,170847000,175941000,181500000,186003000,178723000,184534000,185909000,185102000,,169602000,,175521000,,,208883000,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,,,8953000,,,2734000,3521000,11873000,3532000,3664000,,3659000,14833000,3545000,3624000,3582000,14332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,,,,,,,,,,15673000,15715000,15322000,15724000,18211000,,,18243000,,19489000,18176000,,,17039000,18124000,18154000,15945000,15841000,,15906000,15895000,15063000,15243000,15498000,15823000,14537000,,14167000,,14187000,15264000,,16170000,,,,,17343000,,14838000,15005000,15435000,13337000,21161000,21062000,19466000,17783000,19588000,20631000,,20825000,,19028000,13293000,10122000,11158000,,10164000,10273000,9857000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18238000,17226000,17687000,,17446000,17214000,17687000,,15976000,21159000,21392000,,20044000,21425000,22021000,,,,15804000,13293000,10122000,,10169000,10164000,10273000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,,,,,,,,,,,13626000,13479000,13845000,12491000,15616000,,,13738000,,14863000,13871000,,,13423000,13795000,13434000,12430000,12283000,,12158000,11945000,9586000,9690000,9903000,10474000,7550000,,7494000,,7573000,10740000,,9264000,,11483000,11610000,11594000,9434000,9923000,,,8222000,,,,10123000,,,,,9695000,,8837000,13293000,10122000,11158000,,10164000,10273000,9857000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,,,,,,,,,,,13659000,13518000,13884000,14212000,17302000,,,15421000,,16519000,14703000,,,14227000,14622000,14261000,13452000,13324000,,13209000,12994000,11634000,11749000,11989000,12608000,10525000,,9796000,,9748000,12885000,,10976000,,13228000,13356000,13286000,11345000,11830000,9389000,9446000,9656000,8153000,15929000,15868000,14301000,14012000,15823000,12743000,,12933000,,9653000,13293000,10122000,11158000,0,10164000,10273000,9857000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,,,,,,,,,,,,14202000,14053000,14442000,14252000,17350000,,,15470000,,16719000,16364000,,,15871000,16276000,15898000,14259000,14116000,,13990000,13764000,12694000,12819000,13079000,13718000,12647000,,11879000,,11804000,14969000,,13079000,,15378000,15503000,15523000,13120000,13462000,11116000,11086000,11571000,9587000,17374000,17324000,15768000,14435000,16241000,17269000,,17454000,,12834000,13293000,10122000,11158000,,10164000,10273000,9857000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,,,,,,,,,,,15045000,14898000,15328000,14817000,17923000,,,17436000,,17182000,16406000,,,16607000,16322000,15944000,15905000,15754000,,15624000,15390000,13434000,13560000,13840000,14492000,13761000,,12986000,,12903000,16081000,,15082000,,17404000,17004000,17821000,15298000,15516000,12959000,13027000,13270000,11503000,19324000,19261000,17692000,15869000,17675000,18703000,,18888000,,17348000,13293000,10122000,11158000,,10164000,10273000,9857000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,169433000,,172609000,,169467000,170046000,172918000,170720000,173733000,185389000,,187877000,186624000,190994000,194345000,240775000,,,214929000,,224083000,228027000,,,221776000,226616000,222225000,215939000,214210000,,212585000,209913000,205079000,206648000,210383000,215396000,216035000,,206559000,,204077000,250329000,,251141000,,272100000,272339000,266459000,269748000,256666000,262081000,265243000,271042000,270695000,312378000,310071000,290680000,291219000,312479000,305516000,,286432000,,287572000,,,359570000,,,,
FiniteLivedIntangibleAssetsUsefulLifeMaximum,,,,,,,,,,,,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsUsefulLifeMinimum,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352000,,2261000,3933000,5443000,1815000,6302000,-2007000,-3725000,-5751000,3606000,-2095000,2530000,6093000,1811000,3470000,5592000,,5146000,,-591000,-760000,2072000,-2119000,195000,816000,-2140000,1475000
ForeignCurrencyExchangeRateTranslation,,,,,,,,,,1.5442,,,,,1.5425,,,,1.6121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyExchangeRateTranslation1,,,,,,,,,,,,,,,,,,,1.6121,,,,,1.6469,,,,,,,1.5557,,,,,,1.492,,,,,1.234,,,,1.349,,,,,,,1.269,,,,,1.356,,,,1.356,,,,1.356,,,,,1.209,,,,,1.273,,,,1.257
FutureAmortizationExpenseYearFive,,,,,,,,,,,,,,,11256000,11479000,11310000,11554000,12998000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,,,,,,,,,,,11821000,12060000,11865000,12129000,13008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,,,,,,,,,,,,,14004000,14243000,14185000,14324000,14909000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,,,,,,,,,,,12687000,12957000,12748000,13045000,13581000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,,,,,,,,,,,13112000,13383000,13170000,13462000,14480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnForeignCurrencyDerivativesRecordedInEarningsNet,,,,,2127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnInvestments,,,,,,,,,,,,,,,,,,,,,,,0,0,-3386000,,,-3501000,,-4859000,-3795000,,,-4415000,-4582000,-5020000,-4555000,-995000,,-1035000,-973000,-586000,-70000,-188000,-395000,3863000,,-172000,,250000,1068000,,-839000,,2832000,1520000,402000,5960000,-2308000,2510000,900000,2443000,-109000,1177000,488000,1920000,-1063000,-2342000,-901000,,-3374000,,1194000,941000,-344000,3564000,,,,
GainLossOnOilAndGasHedgingActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000,,,,-1621000,,,,,,,4814000,,,,,2905000,,,,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,-6084000,0,,-6084000,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,303000,-345000,-807000,-1182000,-64000,,-123000,-1513000,-3203000,-67000,239000,,295000,-693000,1000,164000,187000,-321000,,66000,5071000,5060000,4318000,127000,,,102000,,-58000,-392000,,,136000,-542000,-1263000,-2327000,-144000,,-1074000,-250000,-631000,102000,64000,732000,3924000,,280000,,287000,353000,,225000,,227000,278000,465000,2513000,-53000,-86000,60000,-60000,-60000,1330000,1250000,961000,-4000,-737000,-790000,,-237000,,-51000,-1297000,-822000,-973000,-31000,-315000,-474000,-7619000
Goodwill,,,,,178320000,,,291610000,294111000,314847000,322831000,322350000,,315140000,314662000,320617000,312777000,319057000,330791000,,339818000,332367000,340495000,349632000,355844000,,,368405000,,374144000,385111000,,,373888000,380086000,362683000,371808000,334269000,,331603000,327863000,321110000,324061000,329708000,336754000,337720000,,327874000,,321362000,389594000,,385207000,,416996000,424188000,421679000,428864000,422514000,417668000,421947000,430322000,429927000,712731000,709462000,708566000,707692000,741743000,728587000,,739861000,,741735000,744271000,635017000,632964000,629888000,630232000,636425000,623847000
GoodwillAcquiredDuringPeriod,,,,,,,,,,135296000,,939000,,939000,788000,,,,12676000,,16740000,13326000,13322000,21189000,4885000,,,11846000,,31660000,49412000,,,,,,3019000,,,,,336916000,,,,3449000,,-3922000,,-3922000,87854000,,87119000,,30214000,38281000,40647000,42133000,1100000,6227000,6138000,6138000,,280659000,280659000,284253000,,42640000,42465000,,42465000,,,,17645000,9177000,,,,
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,13400000,41970000,,,,0,0,,,0,0,,,,,14736000,,15780000,,,0,0,0,,16638000,0,16638000,,0,0,6496000,,,,,,,,,140844000,140844000,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14585000,-2647000,,-5313000,-9053000,-15806000,2951000,8598000,12317000,13161000,,2652000,,-4466000,-5811000,,-9463000,,1575000,700000,-4175000,1524000,-7450000,-4848000,-480000,7895000,-395000,1750000,-1519000,-6009000,-874000,-9463000,-22444000,,-11170000,,1874000,4570000,-414000,6001000,-3811000,-3467000,3130000,-7939000
GoodwillGross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371808000,,,,,356002000,,,,372612000,,,,,,,434454000,,,,,478111000,,,,492144000,,,,756033000,,803565000,790409000,,787328000,,789202000,791738000,804399000,802346000,799270000,799614000,805807000,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34892000,,,,,,,49247000,,,,,49247000,,,,61822000,,,,47467000,,61822000,61822000,,47467000,,47467000,47467000,169382000,169382000,169382000,169382000,169382000,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,-276000,,,,,,,,,,,,,,,,,,,,-1737000,9100000,7100000,,,,,34892000,,,,34892000,,,,,14355000,,14355000,,,,0,,,12575000,0,12575000,,,0,,0,0,0,,0,,0,0,121915000,121915000,,,,
GoodwillTransfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16420000,,-15814000,-15814000,,-15814000,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodwillTranslationAdjustments,,,,,,,,,,1231000,,6564000,,-646000,-697000,5955000,-1885000,4395000,3453000,,-7713000,-11750000,-3618000,-2348000,1327000,,,6927000,,-7148000,-13933000,,,-11223000,-3288000,-11591000,-14585000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737000,-1737000,,,,,,,,-3327000,,,,,,,,15814000,,,,,,,,,,,,,,,,,,,,,160000,160000,160000,,,,1509000
GrossProfit,,510484000,144681000,136358000,532014000,100730000,,128646000,132521000,519574000,136493000,167982000,,167390000,194945000,186314000,199395000,192402000,224345000,,235369000,261471000,225564000,222824000,206982000,,,220477000,,199500000,181158000,,,165454000,169548000,156751000,129280000,160968000,,175117000,155023000,165135000,164605000,183280000,163594000,170289000,,169240000,,174999000,164340000,,149701000,,164627000,178176000,173287000,166591000,186249000,183937000,190747000,204581000,204554000,229647000,227404000,883889000,249186000,292601000,285478000,,1126224000,,308585000,329397000,315111000,1236034000,306216000,320282000,301693000,1241212000
GuaranteeObligationsMaximumExposure,,,,,,,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuaranteesFairValueDisclosure,,,,,,,,,,100000,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentEffectOnEarningsPerShareAfterTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,1.16,,,,,1.72,,,,1.72,,,,,0.66,,,,,,,,,0.76,,,,,,,,,,,,,,,,6.45,,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4151000,,,,,,,,0,,,,,,4197000,,5000000,,,0,0,0,,2258000,2811000,3751000,,0,0,21415000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,159063000,,,,,78327000,26117000,36203000,,33005000,134363000,62695000,68132000,48524000,248840000,,89384000,98684000,66143000,338163000,71694000,,,65096000,,4844000,168975000,,,32641000,33641000,26343000,99175000,39600000,,44240000,21550000,136682000,35424000,50773000,28886000,152372000,,41765000,,42336000,15596000,,137744000,,41749000,45031000,42098000,166108000,53500000,54237000,33610000,169281000,51155000,57090000,47784000,202051000,60816000,62214000,41146000,,224370000,,31858000,77066000,31915000,195491000,86212000,94731000,78520000,328953000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199858000,,,52588000,192768000,70863000,77756000,68693000,260083000,86385000,107349000,100771000,,363888000,,105009000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,67021000,,,,,74655000,13090000,24138000,,32828000,99394000,15971000,21732000,36829000,110450000,,23525000,39531000,36585000,111254000,14884000,,,34856000,,34671000,115208000,,,15804000,9715000,-776000,-6168000,10844000,,18403000,22239000,83772000,19900000,17634000,21675000,76092000,,11247000,,6749000,486000,,15589000,,7631000,9038000,11129000,33750000,3926000,-18621000,18978000,23487000,19708000,20666000,20909000,58032000,25569000,45135000,59625000,,139518000,,73151000,43866000,-66570000,40961000,32225000,37505000,33835000,139728000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,205519000,67332000,61622000,226084000,25967000,,30011000,40447000,152982000,39207000,60341000,,65833000,233757000,78666000,89864000,85353000,359290000,,112909000,138215000,102728000,449417000,86578000,,,99952000,,39515000,284183000,,,48445000,43356000,25567000,93007000,50444000,,62643000,43789000,220454000,55324000,68407000,50561000,228464000,,53012000,,49085000,16082000,,153333000,,49380000,54069000,53227000,199858000,57426000,35616000,52588000,192768000,70863000,77756000,,260083000,,107349000,100771000,,363888000,,105009000,120932000,-34655000,236452000,118437000,132236000,112355000,468681000
IncomeLossFromEquityMethodInvestments,,914000,-71000,84000,751000,114000,,805000,1068000,2439000,954000,1201000,,2354000,8059000,1688000,2087000,1536000,6128000,,204000,269000,75000,835000,,,,-30000,,-4000,29000,,,0,0,0,-247000,0,,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,0,,,,,,,,-944000,,-555000,-18000,,-950000,,-821000,-199000,-199000,-1419000,-20000,-19000,-21000,-79000
IncomeTaxExpenseBenefit,,70213000,22051000,20338000,72894000,9446000,,11682000,13780000,55008000,13288000,13551000,,23773000,4590000,27766000,30792000,28447000,126502000,,34973000,47168000,43912000,157781000,30015000,,,34070000,,14226000,94894000,,,16938000,13917000,12018000,47427000,16273000,,19201000,14268000,42063000,15363000,21085000,13895000,106145000,,12532000,,14405000,9091000,,45608000,,12302000,13401000,13063000,47753000,14486000,12602000,12084000,49615000,15502000,14740000,16080000,61414000,23121000,29587000,27823000,,108687000,,31843000,31935000,15461000,90121000,29988000,31067000,29724000,117978000
IncomeTaxExpenseBenefitContinuingOperations,,,,,72894000,,,,,55008000,,,,,4590000,,,,126502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxesPaidNet,,,,,77084000,,,11869000,25543000,38106000,5296000,18639000,,46605000,66898000,21246000,73105000,106887000,137121000,,28896000,103604000,149529000,167146000,13345000,,,77691000,,94493000,111174000,,,5047000,14280000,21517000,33046000,4788000,,28791000,47954000,48203000,1898000,26966000,52823000,63791000,,2912000,,22796000,36855000,,47355000,,2852000,24529000,39850000,43629000,1590000,3887000,35803000,54801000,3347000,11317000,40113000,60366000,6699000,29921000,61551000,,93109000,,7838000,42504000,88930000,103697000,9575000,41071000,84548000,125548000
IncomeTaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11492000,,6749000,,9841000,13182000,,4576000,,4747000,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3171000,,,,,3171000,,,,4651000,,,,,,,,,,,,,,28079000,,,,
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6756000,,,,,6756000,,,,1100000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,9989000,-6923000,-19949000,-19718000,-2131000,,11386000,-22674000,-872000,22952000,38894000,,33782000,42637000,-5445000,1976000,-35000,-6249000,,-5303000,736000,1161000,12448000,-12471000,,,-28633000,,-21082000,-34321000,,,-1261000,-5021000,832000,-6805000,1383000,,1430000,-11338000,104000,14124000,10715000,28895000,39405000,,-29449000,,-18645000,-19069000,,-1486000,,-704000,7973000,-19256000,-21410000,13880000,39775000,63627000,33044000,24605000,55445000,76916000,89418000,49006000,39875000,37787000,,36990000,,4127000,-20750000,-11212000,-10529000,-27561000,1224000,-3728000,24801000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-2145000,-5732000,-7035000,-13777000,1832000,,11241000,12295000,7847000,3572000,16908000,,17009000,22430000,3648000,-16090000,-21740000,-21250000,,14410000,-11810000,-21120000,-3305000,16559000,,,-22063000,,-22702000,-39803000,,,13205000,15817000,14171000,7107000,9813000,,9516000,4831000,7994000,-87000,2028000,-1732000,1108000,,3033000,,-4288000,-9223000,,-4139000,,-4848000,-6931000,-8936000,-6944000,6442000,26354000,9044000,-8293000,5141000,22158000,14533000,5560000,17760000,20792000,26107000,,10836000,,15358000,24395000,10557000,13746000,8431000,22961000,23766000,18827000
IncreaseDecreaseInAccruedLiabilities,,8424000,-13234000,-1262000,-3020000,-10748000,,1669000,19230000,-7542000,-11451000,-9474000,,11484000,11845000,-7417000,-621000,15989000,20640000,,-17808000,2916000,16931000,21698000,-29889000,,,-30415000,,-27926000,-34778000,,,-5324000,-6431000,7368000,8918000,-7178000,,-13636000,3272000,-12207000,14020000,5252000,20157000,-1998000,,-6407000,,-10523000,7288000,,2834000,,4585000,62467000,10928000,-4255000,5716000,21323000,61122000,52548000,-35559000,-18119000,15523000,30556000,-34186000,-16034000,10904000,,624000,,-36551000,-11202000,11022000,22591000,-38465000,-28388000,-6413000,8205000
IncreaseDecreaseInContractWithCustomerAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3063000,,,-695000,-176000,,27536000,,24912000,33029000,,32932000,,7361000,11400000,7850000,29274000,3933000,-16147000,-28597000,-19835000,-5118000,17165000,33199000,21579000,19486000,59536000,76887000,,53008000,,-14695000,-20052000,-4419000,1230000,15836000,16141000,7310000,11844000
IncreaseDecreaseInContractWithCustomerLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2785000,,,,118973000,113039000,33089000,20874000,-1475000,12072000,20051000,24963000,6768000,6589000,4308000,4798000,-10051000,,-567000,,-22559000,-53728000,-88293000,-106884000,13773000,-47000,66227000,63682000
IncreaseDecreaseInDeferredCompensation,,-1260000,,,-267000,,,,,-393000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInIncomeTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,83408000,-65061000,-102820000,-107245000,2796000,,6110000,-4390000,-22321000,40044000,78956000,,99559000,118866000,41032000,48498000,36507000,13613000,,30390000,2491000,14574000,-13431000,37911000,,,-6624000,,4152000,-21458000,,,27041000,27746000,25447000,-3296000,8022000,,29335000,34413000,11461000,34817000,24963000,41545000,57442000,,1201000,,20592000,33004000,,23666000,,7239000,16308000,-9502000,-22128000,8674000,39313000,32992000,21888000,67386000,142218000,211273000,289942000,68236000,56625000,31143000,,3429000,,-9052000,-6402000,-50133000,-88433000,16972000,-14800000,-44041000,-45643000
IncreaseDecreaseInNotesReceivableRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,-1083000,-993000,-737000,-700000,-160000,,7896000,10254000,-598000,-1490000,-4402000,,-4492000,-5881000,318000,-408000,-723000,-4350000,,1130000,1873000,2510000,-1474000,1551000,,,1766000,,-6409000,1755000,,,1684000,1761000,887000,-1764000,-823000,,327000,240000,-23880000,612000,1973000,-1627000,-7228000,,440000,,-480000,-1249000,,-10888000,,-234000,-5582000,-4563000,-1274000,-2971000,-1210000,20982000,46712000,4215000,52229000,10228000,20181000,14000,-6447000,-9312000,,-16904000,,5652000,-7083000,-24114000,-14219000,-731000,-877000,4736000,7779000
IncreaseDecreaseInPrepaidExpense,,-3944000,10369000,11556000,7268000,-1463000,,-61000,-1063000,-4365000,4746000,5628000,,5378000,4042000,1052000,4060000,3657000,-1243000,,2786000,5910000,7041000,-4115000,9148000,,,18289000,,19182000,13594000,,,-4954000,3087000,-5275000,-10844000,-910000,,4859000,10624000,1925000,9798000,5892000,12331000,6214000,,4489000,,9184000,18486000,,11048000,,7310000,13367000,14451000,-4413000,10149000,13984000,19157000,10633000,22514000,19680000,21589000,36066000,4452000,-5369000,-6738000,,-26625000,,25153000,26001000,20986000,26161000,3595000,9784000,6955000,-613000
IncreaseDecreaseInReceivables,,59587000,5356000,-37945000,-74182000,345000,,32071000,44046000,51793000,9850000,31063000,,41606000,17430000,22702000,69922000,46663000,84890000,,-19006000,3331000,757000,12708000,-31668000,,,-21083000,,19951000,-907000,,,-18584000,-32511000,-5551000,-50267000,-20344000,,-2942000,-16436000,-24622000,12729000,49416000,39584000,49112000,,-29794000,,-10664000,612000,,-12571000,,25424000,19633000,21117000,-5408000,27116000,28896000,26298000,24403000,-16044000,45398000,30709000,69275000,36643000,53809000,60450000,,74163000,,42175000,38147000,66190000,46308000,8699000,62930000,65013000,29474000
